"major1","Gender","GPA.Range","year.x","survey_city","survey_company","survey_deptfunc","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","survey_state","latitude","longitude","survey_company_cluster_name"
"Marketing","Male","3.50 - 4.00","2020","bentonville","walmart","Marketing / Sales Operations / Procurement","1","accepted fulltime job","Yes","Yes",NA,"Arkansas","36.3728538","-94.2088172","walmart"
"Accountancy","Female","3.50 - 4.00","2021","cincinnati","cintas","Accounting","1","accepted fulltime job","Yes","Yes",54000,"Ohio","39.1014537","-84.5124602","cintas"
"Supply Chain & Operations Mgmt","Female","3.00 - 3.49","2021","columbus","honda","Logistics / Supply Chain","2","accepted fulltime job","Yes","Yes",54900,"Ohio","39.9622601","-83.0007065","honda of america manufacturing"
"Marketing","Male","3.00 - 3.49","2020","stlouis","pretium packaging",NA,NA,"accepted fulltime job",NA,NA,NA,"Missouri","35.9056067","14.425344","pretium packaging"
"Marketing","Male","3.50 - 4.00","2021","cleveland","progressive insurance","Analytics","1","accepted fulltime job","Yes","No",58000,"Ohio","41.4996562","-81.6936813","progressive insurance"
"Accountancy","Female","2.50 - 2.99","2020","plano","jp morgan chase","Accounting","1","accepted fulltime job","Yes","Yes",60000,"Texas","33.0136764","-96.6925096","jp morgan"
"Marketing","Male","2.50 - 2.99","2021","toledo","blue technologies",NA,"1","accepted fulltime job","Yes","Yes",44000,NA,"39.8560679","-4.0239568","blue cross blue shield"
"Finance","Male","3.00 - 3.49","2019","arlington","deloitte",NA,"3","accepted fulltime job","Yes",NA,61000,"Virginia","32.7355816","-97.1071186","deloitte"
"Accountancy","Male","3.50 - 4.00","2021","cincinnati","rsm","Accounting","1","accepted fulltime job","Yes","Yes",56000,"Ohio","39.1014537","-84.5124602","rsm"
"Marketing","Female","2.50 - 2.99","2021","cincinnati","kolar design",NA,"3","accepted fulltime job","Yes","Yes",45000,NA,"39.1014537","-84.5124602","kolar design"
"Accountancy","Male","3.00 - 3.49","2021","columbus","woda cooper companies","Accounting","2","accepted fulltime job","Yes","No",46000,"Ohio","39.9622601","-83.0007065","woda cooper companies"
"Marketing","Male","3.00 - 3.49","2019",NA,"frito-lay","Marketing/Sales","3","accepted fulltime job","Yes","Yes",60000,NA,NA,NA,"frito lay"
"Marketing","Male","3.50 - 4.00","2019","columbus","columbus sports commission","Advertising / Public Relations
 Marketing / Sales","2","accepted fulltime job","Yes","Yes",40000,"Ohio","39.9622601","-83.0007065","columbus sports commission"
"Accountancy","Male","3.00 - 3.49","2019","cincinnati","j.c. baker & associates","Consulting","2","accepted fulltime job","Yes","Yes",NA,NA,"39.1014537","-84.5124602","j.c. baker & associates"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2021","columbus","dhl supply chain","Logistics / Supply Chain Operations / Procurement","1","accepted fulltime job","Yes","Yes",55000,"Ohio","39.9622601","-83.0007065","dhl"
"Accountancy","Male","3.50 - 4.00","2019","chicago","kpmg",NA,NA,"accepted fulltime job",NA,NA,71000,"Illinois","41.8755616","-87.6244212","kpmg"
"Business Economics","Female","3.00 - 3.49","2020","mason","macy's credit and customer service center","Analytics General Management","1","accepted fulltime job","Yes","Yes",55000,"Ohio","30.705029","-99.2233284","macy's"
"Finance","Male","3.00 - 3.49","2020","chicago","west monroe partners","Consulting Finance","2","accepted fulltime job","Yes","Yes",70000,"Illinois","41.8755616","-87.6244212","west monroe partners"
"Management and Leadership","Female","3.00 - 3.49","2019","providence","textron systems","Human Resources","2","accepted fulltime job","Yes","Yes",56500,NA,"41.8239891","-71.4128343","textron specialized vehicles"
"Finance","Male","3.00 - 3.49","2019",NA,"polyone","Finance","3","accepted fulltime job","Yes","No",65000,"Ohio",NA,NA,"polyone"
"Business Economics","Male","3.00 - 3.49","2021","cleveland","progressive insurance","Analytics","0","accepted fulltime job","Yes","Yes",58000,"Ohio","41.4996562","-81.6936813","progressive insurance"
"Finance","Male","2.50 - 2.99","2019",NA,"omni navitas","Finance",NA,"accepted fulltime job",NA,NA,60000,NA,NA,NA,"omni navitas"
"Finance","Male","3.00 - 3.49","2019","detroit","quicken loans","Finance
 Marketing / Sales","1","accepted fulltime job","Yes","No",40000,"Michigan","42.3315509","-83.0466403","quicken loans"
"Marketing","Female","3.50 - 4.00","2019","greensboro","cardinal health","Logistics/Supply Chain","3","accepted fulltime job","Yes","Yes",56000,"North Carolina","36.0726355","-79.7919754","cardinal health"
"Business Analytics","Female","3.50 - 4.00","2021","cleveland","deloitte consulting",NA,"2","accepted fulltime job","Yes","Yes",77500,"Ohio","41.4996562","-81.6936813","deloitte"
"Accountancy","Female","3.50 - 4.00","2019","chicago","guggenheim",NA,"4","accepted fulltime job","Yes",NA,85000,"Illinois","41.8755616","-87.6244212","guggenheim"
"Finance","Male","3.50 - 4.00","2019","cleveland","ey","Accounting
 Analytics
 Consulting","2","accepted fulltime job","Yes","Yes",53000,"Ohio","41.4996562","-81.6936813","ey"
"Finance","Female","3.00 - 3.49","2021","newyorkcity","jp morgan chase","Finance","1","accepted fulltime job","Yes","Yes",75000,"New York","34.6732303","-1.9146444","jp morgan"
"Management and Leadership","Female","3.00 - 3.49","2019","chicago","huron consulting","Consulting","1","accepted fulltime job","Yes","Yes",68000,"Illinois","41.8755616","-87.6244212","huron consulting"
"Marketing","Female","3.00 - 3.49","2019","chicago","uber freight","Logistics / Supply Chain
 Marketing / Sales","3","accepted fulltime job","Yes","Yes",62000,"Illinois","41.8755616","-87.6244212","uber"
"Marketing","Female","3.00 - 3.49","2020",NA,"total quality logistics",NA,"0","accepted fulltime job",NA,NA,NA,NA,NA,NA,"total quality logistics"
"Marketing","Female","3.00 - 3.49","2021","dayton","vivial","Marketing / Sales","1","accepted fulltime job","Yes","Yes",37000,"Ohio","39.7589478","-84.1916069","vivial"
"Finance","Male","3.00 - 3.49","2019","cincinnati","deloitte","Accounting
 Finance","1","accepted fulltime job","Yes","Yes",53000,NA,"39.1014537","-84.5124602","deloitte"
"Marketing","Male","3.50 - 4.00","2021","minneapolis","cummins","Analytics Marketing / Sales","2","accepted fulltime job","Yes","Yes",60000,"Minnesota","44.9772995","-93.2654692","cummins, inc."
"Supply Chain & Operations Mgmt","Male","3.50 - 4.00","2020",NA,"textron","Logistics / Supply Chain Operations / Procurement","3","accepted fulltime job","Yes","No",64000,NA,NA,NA,"textron specialized vehicles"
"Marketing","Male","3.00 - 3.49","2019","newalbany","abercrombie & fitch","Other: Merchandising","1","accepted fulltime job","Yes","Yes",62500,NA,NA,NA,"abercrombie & fitch"
"Marketing","Male","3.00 - 3.49","2020","chicago","challenger",NA,NA,"accepted fulltime job",NA,NA,NA,"Illinois","41.8755616","-87.6244212","challenger"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2020","dayton","the reynolds and reynolds company",NA,"0","accepted fulltime job",NA,NA,NA,"Ohio","39.7589478","-84.1916069","the home depot"
"Finance","Male","3.00 - 3.49","2020","columbus","orix real estate capital","Finance","1","accepted fulltime job","Yes","No",65000,"Ohio","39.9622601","-83.0007065","orix real estate capital"
"Finance","Male","3.00 - 3.49","2019","cleveland","quicken loan","Mareting/Sales","2","accepted fulltime job","Yes","Yes",28000,NA,"41.4996562","-81.6936813","quicken loans"
"Finance","Male","3.00 - 3.49","2019","cleveland","cleveland clinic","Finance","4","accepted fulltime job","Yes","Yes",62000,NA,"41.4996562","-81.6936813","cleveland cliffs"
"Accountancy","Female","3.50 - 4.00","2020","chicago","ey","Accounting","1","accepted fulltime job","Yes","Yes",62000,"Illinois","41.8755616","-87.6244212","ey"
"Marketing","Male","2.50 - 2.99","2021","covington","fidelity investments","Finance Marketing / Sales","2","accepted fulltime job","Yes","Yes",45000,"Kentucky","31.196549","-86.4597236","fidelity investments"
"Accountancy","Male","3.50 - 4.00","2021","libertyvalley","hollster inc",NA,"4","accepted fulltime job","Yes","Yes",60000,"Illinois",NA,NA,"hollster inc"
"Finance","Male","3.00 - 3.49","2019","chicago","bdo usa",NA,"1","accepted fulltime job","Yes",NA,61000,"Illinois","41.8755616","-87.6244212","bdo"
"Finance","Male","3.00 - 3.49","2020","stlouis","wells fargo","Accounting Finance","1","accepted fulltime job","Yes","Yes",60000,"Missouri","35.9056067","14.425344","wells fargo"
"Information Systems","Male","2.50 - 2.99","2021","cincinnati","nivo1",NA,"2","accepted fulltime job","Yes","Yes",50000,NA,"39.1014537","-84.5124602","nivo1"
"Marketing","Female","3.50 - 4.00","2019","dayton","reynolds and reynolds","Marketing / Sales","1","accepted fulltime job","Yes","Yes",39000,NA,"39.7589478","-84.1916069","reynolds and reynolds"
"Finance","Male","3.50 - 4.00","2021","cincinnati","fifth third bank","Finance Operations / Procurement","1","accepted fulltime job","Yes","Yes",54000,"Ohio","39.1014537","-84.5124602","fifth third bank"
"Human Capital Mgmt& Leadership","Female","3.50 - 4.00","2020","minneapolis","ey","Consulting","1","accepted fulltime job","Yes","Yes",67000,"Minnesota","44.9772995","-93.2654692","ey"
"Finance","Female","3.00 - 3.49","2019","cleveland","keybank","Finance
 Marketing / Sales","1","accepted fulltime job","Yes","Yes",55000,"Ohio","41.4996562","-81.6936813","keybanc capital markets"
"Finance","Female","3.50 - 4.00","2019","columbus","abercrombie & fitch","Finance","1","accepted fulltime job","Yes","Yes",62500,"Ohio","39.9622601","-83.0007065","abercrombie & fitch"
"Finance","Male","3.50 - 4.00","2020","chicago","capgemini invent","Consulting","2","accepted fulltime job","Yes","Yes",70000,"Illinois","41.8755616","-87.6244212","capgemini invent"
"Finance","Male","3.00 - 3.49","2019","newalbany","abercrombie & fitch","Analytics
 Finance","1","accepted fulltime job","Yes","No",60000,NA,NA,NA,"abercrombie & fitch"
"Finance","Male","3.00 - 3.49","2020","philadelphia","stifel financial corp",NA,NA,"accepted fulltime job",NA,NA,NA,"Pennsylvania","39.9527237","-75.1635262","stifel financial corp"
"Business Economics","Male","3.00 - 3.49","2021","chicago","west monroe partners",NA,"1","accepted fulltime job",NA,NA,70000,"Illinois","41.8755616","-87.6244212","west monroe partners"
"Supply Chain & Operations Mgmt","Female","3.00 - 3.49","2019","dublin","univar solutions","Operations / Procurement","2","accepted fulltime job","Yes","Yes",45000,NA,"53.3497645","-6.2602732","univar solutions"
"Finance","Male","3.00 - 3.49","2021","stlouis","enterprise rent-a-car","Finance General Management Marketing / Sales Operations / Procurement","1","accepted fulltime job","Yes","Yes",42000,"Missouri","35.9056067","14.425344","enterprise rent-a-car"
"Accountancy","Male","3.00 - 3.49","2019","cincinnati","ernst & young","Accounting","3","accepted fulltime job","Yes","Yes",51000,"Ohio","39.1014537","-84.5124602","ernst & young"
"Marketing","Female","3.00 - 3.49","2019","cincinnati","nielsen","Analytics
 Marketing / Sales","6","accepted fulltime job","Yes","Yes",56000,"Ohio","39.1014537","-84.5124602","nielsen"
"Accountancy","Female","3.50 - 4.00","2020","chicago","baxter international","Accounting Finance","1","accepted fulltime job","Yes","Yes",60000,"Illinois","41.8755616","-87.6244212","baxter international"
"Marketing","Female","2.50 - 2.99","2021","cincinnati","unlimited systems",NA,"2","accepted fulltime job","No","Yes",45000,NA,"39.1014537","-84.5124602","unlimited systems"
"Marketing","Female","3.50 - 4.00","2020",NA,"socialcode",NA,"1","accepted fulltime job",NA,NA,40000,NA,NA,NA,"socialchorus"
"Accountancy","Female","3.50 - 4.00","2021","cleveland","sherwin-williams","Accounting","1","accepted fulltime job","Yes","Yes",52250,"Ohio","41.4996562","-81.6936813","sherwin-williams"
"Accountancy","Female","3.00 - 3.49","2019","mentor","avery dennison","Accounting
 Finance","1","accepted fulltime job","Yes","Yes",60000,NA,"41.6664781","-81.3399769","avery dennison"
"Accountancy","Female","3.00 - 3.49","2019","hamilton","kirsch cpa","Accounting","3","accepted fulltime job","Yes","Yes",55000,"Ohio","43.2560802","-79.8728583","kirsch cpa"
"Marketing","Female","3.50 - 4.00","2019","chicago","spark foundry","Marketing/Sales",NA,"accepted fulltime job",NA,NA,38000,"Illinois","41.8755616","-87.6244212","parker hannifin"
"Supply Chain & Operations Mgmt","Male","2.50 - 2.99","2020","cincinnati","stett transportation",NA,"0","accepted fulltime job",NA,NA,NA,"Ohio","39.1014537","-84.5124602","stett transportation"
"Human Capital Mgmt& Leadership","Female","3.50 - 4.00","2021","blueash","marketvision research","Marketing / Sales","1","accepted fulltime job","Yes","Yes",54000,"Ohio","-23.00669045","-43.348191150000005","marketvision"
"Accountancy","Female","3.50 - 4.00","2021","newyorkcity","pwc","IT Assurance / IT Audit","1","accepted fulltime job","Yes","Yes",68000,"New York","34.6732303","-1.9146444","pwc"
"Finance","Male","3.50 - 4.00","2019","cleveland","quicken loans","Marketing / Sales","2","accepted fulltime job","No","Yes",28000,NA,"41.4996562","-81.6936813","quicken loans"
"Accountancy","Male","3.50 - 4.00","2021","charlotte","doeren mayhew",NA,"1","accepted fulltime job","Yes","Yes",60000,NA,"35.2272086","-80.8430827","dover"
"Accountancy","Male","3.50 - 4.00","2019","boston","ey","Accounting","1","accepted fulltime job","Yes","Yes",60000,"Massachusetts","42.3602534","-71.0582912","ey"
"Marketing","Male","3.50 - 4.00","2020","cincinnati","kate schroder for congress",NA,"0","accepted fulltime job",NA,NA,NA,"Ohio","39.1014537","-84.5124602","kate schroder for congress"
"Marketing","Male","2.50 - 2.99","2021","columbus","netjets",NA,"2","accepted fulltime job",NA,NA,NA,"Ohio","39.9622601","-83.0007065","netsuite"
"Marketing","Male","2.50 - 2.99","2019","chicago","coyote","Marketing/Sales",NA,"accepted fulltime job",NA,NA,40000,"Illinois","41.8755616","-87.6244212","coyote logistics"
"Marketing","Male","3.00 - 3.49","2021","chicago","oracle","Marketing / Sales","2","accepted fulltime job","Yes","Yes",50000,"Illinois","41.8755616","-87.6244212","oracle netsuite"
"Finance","Male","2.50 - 2.99","2021","cincinnati","skylight financial group",NA,"2","accepted fulltime job",NA,NA,65000,"Ohio","39.1014537","-84.5124602","skylight financial group"
"Accountancy","Male","3.50 - 4.00","2019","cincinnati","deloitte","Accounting","3","accepted fulltime job","Yes","Yes",55000,NA,"39.1014537","-84.5124602","deloitte"
"Finance","Female","3.00 - 3.49","2019","columbus","covetrus","Finance","2","accepted fulltime job","Yes","Yes",50000,NA,"39.9622601","-83.0007065","covetrus"
"Human Capital Mgmt& Leadership","Male","3.00 - 3.49","2021","cincinnati","insight global",NA,"1","accepted fulltime job","Yes","Yes",40000,"Ohio","39.1014537","-84.5124602","insight2profit"
"Accountancy","Male","3.50 - 4.00","2020","atlanta","deloitte","Accounting","1","accepted fulltime job","Yes","Yes",56000,"Georgia","33.7489924","-84.3902644","deloitte"
"Marketing","Female","3.50 - 4.00","2021","chicago","molo solutions",NA,"3","accepted fulltime job","Yes","Yes",43000,"Illinois","41.8755616","-87.6244212","molo solutions"
"Information Systems","Male","3.00 - 3.49","2019","cincinnati","terillium",NA,NA,"accepted fulltime job",NA,NA,52500,"Ohio","39.1014537","-84.5124602","terillium"
"Supply Chain & Operations Mgmt","Female","3.50 - 4.00","2021","newalbany","abercrombie & fitch","Analytics General Management Operations / Procurement","1","accepted fulltime job","Yes","Yes",60000,"Ohio",NA,NA,"abercrombie & fitch"
"Business Analytics","Male","2.50 - 2.99","2020","detroit","avtex solutions, llc",NA,"1","accepted fulltime job",NA,NA,NA,"Michigan","42.3315509","-83.0466403","avtex solutions, llc"
"Marketing","Male","2.50 - 2.99","2019","cleveland","quicken loans","Marketing/Sales","1","accepted fulltime job","Yes","Yes",60000,"Ohio","41.4996562","-81.6936813","quicken loans"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2021","chicago","arrive logistics",NA,"2","accepted fulltime job","Yes","Yes",43000,"Illinois","41.8755616","-87.6244212","arrive logistics"
